朝は4本、昼は2本、夜は3本。これな〜んだ？,歯ブラシ。朝、昼、夜のそれぞれの時間における「歯」の数を表しています。朝は「は（8）し（4）」で「4本」、昼は「は（8）に（2）」で「2本」、夜は「は（8）さん（3）」で「3本」と読むことができます。,人間。人は赤ん坊の時はハイハイで四つ足、成長して二足、老年で杖をつくから三足。「朝」「昼」「夜」は人間の一生を一日に例えています。スフィンクスが出したとされる有名ななぞなぞです。
まんなかにラメがはいっているたべものな〜んだ？,ラーメン。「まんなかに ラメ がはいっている たべもの」というフレーズで、「ラメ」という文字が中央に含まれている食べ物として「ラーメン」が当てはまります。,キャラメル。キャ「ラメ」ル。昔はキャラメルが禁煙のために使われる大人のお菓子だった時代もあるそうです。
電車やバスのなかにあるかわはどんな「かわ」？,革（かわ）製の座席（ざせき）。電車やバスの中にある「かわ」とは、文字通り「革」、つまり革製の座席のことを指しています。多くの公共交通機関では耐久性と清掃の容易さのために革製または革のような素材で座席を作ることがあります。,つりかわ。つり「かわ」。ディズニーリゾートラインのミッキーマウスの形をした吊り革が可愛いですよね。
カンバンを右からよんでも左からよんでもわかるお店はなにやさん？,やきとりや（焼き鳥屋）。看板を右から読んでも左から読んでも同じになる言葉、つまり回文になっているお店の名前として「やきとりや」が該当します。,やおや。右から読んでも左から読んでも「やおや」。果物や野菜が流通する市場のことを青果市場と呼びますが、八百屋も青果物を扱うことから、昔は「青屋(あおや)」と呼ばれていたそうです。これが時代の経過によってどんどん崩れ、「八百屋」に変わったようです。
足をふんでも、頭をふんでも、おこらないものなーに？,地図（ちず）。足で踏んでも、頭で踏んでも怒らないものとして、地図が該当します。地図はただの紙や画像であり、どのように扱っても感情を持たないため、「おこらない」という条件を満たします。,かげ。かげは地面にあるため、いつも踏まれていますが、怒ったりはしません。かげには「影」と「陰」の二つの漢字がありますが、影は光が物に遮られてできる暗い部分のことを指し、陰は日光や風雨が当たらない場所や目の届かない場所を意味しているようです。
うれしいときはよろこぶ。では転んだときにできるこぶは？,こぶし（拳）。「転んだときにできるこぶ」と聞いて、通常は頭や体の一部にできる「こぶ」を想像するかもしれませんが、この場合は「喜び（よろこび）」と掛けていて、「こぶし（拳）」という答えになります。,たんこぶ。たん「こぶ」。たんこぶが頭にしかできないのは、皮膚の下にすぐ硬い骨があるため血が出やすく、内側に広がらないため外側に広がって皮膚が膨らむそうです。
手をにぎるとできるこぶは？,握りこぶし（にぎりこぶし）。手を握るとできる「こぶ」とは、握りしめた時に形成される拳のことを指しています。,こぶし。「こぶ」し。最初はぐーの掛け声はザ・ドリフターズの志村けんさんが考案したそうですね。
ひとがのって上にいったり下にいったりするハコはなーに？,エレベーター。人が乗って上に行ったり下に行ったりする箱として、エレベーターが当てはまります。エレベーターは建物の中で人々を異なる階へ移動させるために使用される、箱型の乗り物です。,エレベーター。マンションやビルを上るときに乗りますよね。最近だと横や斜めに動くものもありますね。
寒いとき、はきだすと白くなるものなーに？,息（いき）。寒いときに息を吐き出すと、呼気中の水蒸気が冷えて小さな水滴になり、白く見える現象が起こります。これが「白くなるもの」としての「息」です。,いき。寒いときは吐く息に含まれている水蒸気が水滴に変わって白く見えるそうです。
口のなかでアワだらけになってあばれてるものなーに？,歯磨き粉（はみがきこ）。口の中で泡だらけになって暴れているものとして、歯磨き粉が該当します。歯ブラシで磨くとき、歯磨き粉は泡立って口の中をきれいにします。,はぶらし。歯ブラシを濡らすと泡立ちやすくなりますよね。しかし、歯磨き前に歯ブラシを濡らさず、乾いたままで歯磨き粉をつけるように勧められているそうです。
焼いてもたべられないパンてどんなパン？,フライパン。焼いても食べられない「パン」として、フライパンが当てはまります。この場合の「パン」は食べ物ではなく、料理に使う道具を指しています。フライパンは料理をするために使われるが、もちろん食べることはできません。,フライパン。フライ「パン」。超有名ななぞなぞですね。
あまい「す」ってどんな「す」？,砂糖（さとう）。「甘い（あまい）す」として、砂糖が当てはまります。ここでのポイントは、「す」を砂糖の「砂」と読み替えることです。砂糖はその名の通り、甘さを提供する食品です。,ジュース。ジュー「ス」。アイスなど、他にも答えがありそうですね。
おひさまのあたらない暗い森はどんな森？,くらもり（暗い森）。お日様の当たらない、つまり暗い森を表す言葉遊びとして「くらもり」が当てはまります。ここでの「森」は直接的な意味ではなく、言葉の響きを利用した遊び心のある表現です。,くもり。く「もり」。くもりの日は湿度が高いため、窓ガラスの汚れが落ちやすいため、掃除におすすめです。
たくさんの小さなあなから雨がふるものってなーに？,シャワーヘッド。たくさんの小さな穴から雨が降るように水が出るものとして、シャワーヘッドが当てはまります。シャワーヘッドは多くの小さな穴があり、そこから水が出てシャワーとなります。これが雨のように見えることからこの答えになります。,シャワー。夏場のシャワーって気持ち良すぎますよね。
夜、空で光っている「き」ってどんな「き」？,星（ほし）。夜、空で光っている「き」として、星が当てはまります。この場合の「き」は木（木）ではなく、星（星）のことを指しています。星は夜空で輝いて見える天体です。,つ「き」。月は毎年4cmずつ地球から離れているらしいですね。
おにぎりのなかにはいっているすっぱいほしはなーに？,梅干し（うめぼし）。おにぎりの中に入っている酸っぱい「星」として、梅干しが当てはまります。梅干しはその形状が星型に似ていることと、おにぎりの具として一般的に使用されることから、この答えになります。,うめぼし。うめ「ぼし」。梅干しの酸っぱさのもとであるクエン酸とリンゴ酸は、殺菌作用や体内の炎症を癒す効果があり、胃腸の働きを促進してくれるそうです。
せんたくものをぶらさげるほしはなーに？,ふせん。洗濯物をぶらさげるのに使われるのは「ふせんばさみ」です。,ものほし。もの「ほし」。物干し竿って結局アルミとステンレスのどっちがいいのでしょうね。
いちわでも「にわ」というとりはどんなとり？,にわとり。「いちわ」という言葉でも、「にわとり」という鳥を指しています。,にわとり。「にわ」とり。ニワトリが朝早くに鳴く理由はプロポーズや縄張り争いらしいですね。
そうじの好きなとりはどんなとり？,しずかなとり,ちりとり。ちり「とり」。学生時代の防御装備。
「ん」のきらいなとりはどんなとり？,ひよこ。「ひよこ」が「ん」を含まないためです。,しりとり。しり「とり」。話題の最終到達点。
空をすごいスピードでとぶ「き」ってなんだろう？,飛行機。「き」が「飛行機」に含まれています。,ひこうき。ひこう「き」。飛行機は高度約10,000mを音速に近い時速約900kmで飛行するそうです。
空港がちかづくとひこうきがおとすものなーに？,おとしめ。空港に近づくと飛行機が着陸（おとす）するので、「おとしめ」ということでしょう。,スピード。他にも高度を落とすとも言いそう？
パイはパイでも、ひこうきの操縦席にすわっているパイは？,パイロット。ヒントとして「ひこうきの操縦席にすわっている」という言葉が使われています。,パイロット。「パイ」ロット。パイロットのボールペンは学生時代に誰もが一度使っているのでは？
あたまにプロペラがついていて、空中でとまったり飛んだりできるものなーに？,ヘリコプター。ヘリコプターは頭にプロペラがついており、空中で停止したり飛んだりできる航空機です。,ヘリコプター。ヘリコプターは竹とんぼが始祖になっているとか。
空にかかるきれいな「はし」はなーに？,虹（にじ）。虹は雨上がりなどに見られる美しい自然現象です。,にじ。虹は７色というのは世界共通ではないらしいです。藍色や橙色を区別しない国もあるそうです。
ゆうがたになると、まわりをまっかにそめるものなーに？,夕焼け。夕方になると太陽の光が赤やオレンジに染まり、まわりの景色を赤く彩ることから「夕焼け」と呼ばれています。,ゆうやけ。夕焼けが赤いのは光の散乱の性質によるものですが、理屈がわかっても不思議に感じます。
こわれたテレビをうっていました。ねだんはいくらでしょう？,1円（いちえん）。「こわれたテレビ」は壊れた状態で、価値がほとんどないと仮定されているからです。価格は非常に低い、つまり1円とされています。,３円。みえん（見えん）。ダジャレですね。
わたる「はし」ではなく、のぼったりおりたりする「はし」は？,エスカレーター。エスカレーターはわたる「はし」ではなく、のぼったりおりたりする「はし」です。,はしご。「はし」ご。はしごと脚立の違いは自立するかどうかによるらしいです。
へやのなかをいつもひやしている「こ」ってどんな「こ」？,こおり。部屋の中をいつも冷やしているのは氷（こおり）です。,れいぞうこ。れい「ぞう」こ。電気冷蔵庫が開発される以前の冷蔵庫は、氷を使って冷やすものだったらしいです。
かんだりきったりちぎったりするものなーに？かおのなかにあるよ！,歯。歯をかんだり、きったり、ちぎったりすることがあり、かおの中にあるものです。,は。歯は鉄より硬いらしいです。物の硬さをはかる単位として、最大１０段階のモース単位というものがあります。歯は「７」に対し、鉄は「４」だそうです。
おぼうさんのいる「てら」ではなくて、たべるとあまい「てら」はどんなてら？,あまてら（飴寺）。「あまい」は甘いという意味で、「てら」は「寺」のことを指しています。,カステラ。長崎の名物ですね。
きれいなかざりがついて、あまーい「き」ってどんな「き」？,きんたまき。きんたまきは、美しい飾りのついた、甘いお菓子のことを指します。,ケーキ。スポンジケーキは日本のオリジナルらしいです。
ぼうのまわりにあまーいくも。これなーに？,コットンキャンディ。『ぼう』は棒（スティック）のことを指し、『あまーいくも』は甘い糸を表現しています。,わたあめ。わたあめの発祥はアメリカらしいです。
とんがりぼうしをかぶらずに、はいているクリームはなーに？,アイスクリーム。とんがりぼうしをかぶることなく、食べられるアイスクリームがその答えです。,ソフトクリーム。ソフトでなくハードアイスクリームというものもあるみたいですね。カップなどに詰め急速に冷凍・硬化させて組織を安定させたものらしいです。
そとをはしりまわったり、よくあそぶ「き」はどんな「き」？,もみじ。外を走り回ったり、よく遊ぶ「もみじ」は紅葉のことを指しています。紅葉の葉が風で飛び回り、秋に楽しまれる風景です。,げんき。げん「き」。元気な子供達を見るとこちらも元気になりますよね。
あか・あお・きいろといろがかわる「き」は？,きん。「あか・あお・きいろ」といろがかわる「き」の中に、「きん」が含まれています。,しんごうき。しんごう「き」。日本で信号機が登場した昭和5年には「青信号」でなく「緑信号」と呼ばれていたらしいです。
あらうのがじょうずできれいずきな「き」は？,きさき,せんたくき。せんたく「き」。日本がまだ江戸時代だった頃にイギリスでは洗濯機の特許を取得していたそうです。
あかしんごうでも、おうだんほどうをわたるいけない「ムシ」は？,かぶとむし。あかしんごうでも通ることができますが、おうだんほどう（横断歩道）をわたることはできません。,しんごうむし。しんごう「むし」。「赤信号みんなで渡れば怖くない」という表現はツービート（ビートたけし氏とビートきよし氏）が流行らせたギャグらしいですね。
よくころぶ「ムシ」は？,つちくらべ,てんとうむし。てんとう（転倒）むし。太陽つまりお天道様へ向かって飛ぶように見えることから天道虫（テントウムシ）と名付けられたそうです。
ふねにのっているちょうちょは？,あんまり。船に乗っているちょうちょは、あんまり見かけないからです。,せんちょう。ONE PIECEおもろい。
えーん！えーん！と、なみだをながしている「ムシ」は？,カタツムリ。カタツムリは「えーん」という鳴き声をすることからこのなぞなぞができたのでしょう。,なきむし。なき「むし」。簡単すぎますかね。
いつもだれかをすきになっているさかなはなんというさかな？,キス。キスは常に他の魚に吸い付いているイメージから、このようななぞなぞが生まれたと思われます。,こい。青春ですね。
つののある動物の名前ににた、のみものなーに？,カメレオン。カメレオンは目を独立して動かすことができ、その特性から「二つの目を持つが、一つだけしか動かさない」というなぞなぞになっています。,サイダー。他にも探せば当てはまるものあるかも？
いつもおこっているような名前の、のみものなーに？,アイスティー。 "アイスティー" という言葉には「アイス（氷）」と「ティー（紅茶）」が含まれており、"アイスティー" を飲むと冷たい感じがすることから、「いつもおこっているような名前」になっています。,コーラ。ポテチやハンバーガーが欲しくなります。
しかくいかおにジャムやバターをペタペタぬられるものなーに？,トースト。ジャムやバターをペタペタぬられるのは朝食のトーストです。,トースト。丸いのもあるよ、とかは言わないお約束。
おちゃではないのにティーというほそくてながーいものなーに？,ティーポット。「おちゃ」ではなく「ティー」が入っており、ほそくてながーいものとしてポットが関連づけられています。,スパゲッティー。スパゲッティとはパスタの一種であり、細い棒状のものを指すそうです。
さむければさむいほどあつくなるものなーに？,こたつ。さむいときに使って、中に暖房器具を入れてあたたかさを楽しむことができるこたつは、寒いときほど中が暖かく感じられます。,こおり。ちょっと難しいかも。
サイはサイでもやおやさんでうっているサイはなーに？,さやえんどう。（さや＝小屋、えんどう＝園豆）。,はくさい。はく「さい」。鍋には必須。
おいしいのにかんでもかんでも食べられないものなーに？,おにぎり。おにぎりはおいしいですが、かんでもかんでも食べられないものです。,ガム。ドライブのお供。
めをとじてねむっているのに見えるものなーに？,目。目を閉じて寝ていると、見ているものは見えなくなります。,ゆめ。夢は大きく持ちたいですね。
はこのなかで、わらったり、うたったり、おこったりしているものなーに？,人間。人間は感情を持ち、笑ったり歌ったり怒ったりします。,テレビ。昔の人がタイムスリップした時のアレですね。
きられたほうはなかないのに、きっているほうがなくのはなんだ？,こたつ。こたつには「切っている」部分がないのに、「切られている」部分もありません。,たまねぎ。対策を忘れると涙が止まらない。
付き合あっている彼氏の順位を気にしながら食べるものはなーんだ？,ジェラシーソーセージ。付き合っている彼氏の順位を気にしながら食べると、ジェラシー（嫉妬）が生まれそうですね。,カレー南蛮。ちょっと強引？
逆立ちすると痩せる動物ってなーんだ？,キリン。キリンは逆立ちしても、首が長いままで体重が変わりません。,イルカ。反対から読むと「かるい」有名なぞなぞですね。
あんぱん、メロンパン、食パンのうち、呼んだら振り返るのはどーれだ？,メロンパン。メロンパンを呼んだら振り返るのは、メロンパンの形が特徴的で目立つからです。他のパンと比べて派手な外見をしているため、注意を引きやすいです。,食パン。耳があるからですね。
どんなに頼んでも、売ってくれない人のお仕事はなーんだ？,泥棒（どろぼう）。泥棒はどんなに頼んでも合法な方法で物を取ってくれない仕事です。,占い。うらない（売らない）ということですね。
「ダイ二テン」ってどんな動物？,ダイニチン。「ダイニチン」は架空の動物です。この言葉は実在しない動物を指すための造語です。,犬。「大（ダイ）」に点をつけるということです。
笑っている人しかいないお店は？,笑福亭（しょうふくてい）。これは日本の漫才や落語の舞台で使われる一般的な舞台名です。笑いが溢れる場所といえますね。,くすり屋さん。くすりと笑うって言いますよね。
Aさんは歯がいたくて困っているのですが、毎日眼科にかよっています。なぜでしょう？,目が歯が痛いから。,眼科の先生だから。これは意地悪ですね。
海では泳いで、空では飛ぶのはなに？,魚。魚は海で泳ぎ、空では飛びませんので、この答えが成り立ちます。,たこ。海の蛸と正月にあげる凧ですね。
9匹のトラが乗っている乗り物は？,トロリーバス,トラック。トラが９（ク）でトラックですね。
貝は貝でも、いろいろな競争をする貝は？,競争蛤（きょうそうはまぐり）。競争蛤は名前からもわかるように競争をする貝の一種です。,運動会。うんどう「かい」。他にも当てはまるものがあるかも？
カメラの中にいるどうぶつは？,カメ。カメラの中には「カメ」が写っているわけではありませんが、言葉遊びのユーモアが含まれています。,カメ。「カメ」ラ。シンプルな言葉遊びですね。
ぼうしの中にはいっている動物は？,サクラエビ。サクラエビはぼうしの中に入っているわけではありませんが、言葉遊びの一環として楽しいなぞなぞです！,うし。ぼ「うし」。シンプルな言葉遊び。
フランスのパンはフランスパン、では日本のパンは何パン？,ジャパンパン。実際には「ジャパンパン」という種類のパンは一般的には存在しませんが、このなぞなぞは言葉遊びとして楽しいものです！,ジャパン。ジャ「パン」。ダジャレですね。
点々をつけると、踊り出してしまう家具って何？,ピアノ。ピアノの鍵盤に指を点々と触れると、音楽が奏でられるので、踊り出したかのように感じることがあります。,タンス。濁点をつけると「ダンス」になりますね。
おにぎりのなかにはいっているすっぱいほしはなーに？,梅干し（うめぼし）。おにぎりの中に入っている酸っぱい「星」として、梅干しが当てはまります。梅干しはその形状が星型に似ていることと、おにぎりの具として一般的に使用されることから、この答えになります。,梅干し。うめ「ぼし」。日の丸弁当って最近の子供達にも伝わりますかね？
いつも、もんくばかり言っている動物なーんだ？,文句バカ（もんくばかり）。いつも文句ばかり言っている動物として、この言葉遊びに基づいた架空の動物「文句バカ」が該当します。実際にはこのような動物は存在しませんが、なぞなぞの面白い解答として適しています。,うし。「もー」と鳴くため。
かばんの中にいる体のおおきな動物は？,大象。言葉遊びを利用しており、「かばんの中にいる体の大きな動物」という表現から、文字通りの「大きい象」、すなわち「大象」と解答します。もちろん、実際にカバンの中に象がいるわけではありませんが、なぞなぞとしては面白い解答です。,カバ。「かば」ん。カバは赤い汗をかくそうです。
イスはイスでも、春にきれいな声でなくイスはなーんだ？,鳴き声（なきごえ）。イスはイスでも、春にきれいな声で鳴くイスとして、ここでは「鳴き声」が該当します。このなぞなぞでは、通常の「イス」（椅子）ではなく、言葉の響きを利用した遊び心のある表現が用いられています。,ウグイス。ウグ「イス」。ウグイスが「ホーホケキョ」と鳴くのは春だけらしいです。秋から冬にかけては「チャッチャッ」と鳴くそうです。
お茶はお茶でも、子供がよろこぶおちゃは？,おもちゃ（玩具）。この場合の「お茶」は飲み物のお茶ではなく、「おもちゃ」という言葉遊びを使っています。おもちゃは子供たちが遊びや学びに使用し、楽しむためのアイテムです。,おもちゃ。おも「ちゃ」。抹茶で喜ぶ子供もいるでしょうが、ここではこれが答えです。
いま、なんじ？,現在の時刻は00:18です。,2文字。「いま」という言葉が「何字」かを聞かれているということです。
花束を２束と３束、合わせると何束になるかな？,５束。花束を２束と３束合わせると、合計で「５束」になりますね！,１束。花束はまとめると一つの束になりますよね。
木の上に鳥が６羽います。猟師が銃で１羽の鳥を仕留めました。さて、残りの鳥は何羽でしょうか？,木の上にはもう鳥はいない。このなぞなぞは少しトリッキーですね。猟師が1羽の鳥を仕留めたため、他の鳥は逃げてしまったと仮定されています。,０羽。銃の音で、みんな逃げてしまったから。
２ｍのくさりにライオンがつながれています。そのライオンは何ｍ先までの草を食べる事ができるでしょうか？,草を食べない。ライオンは肉食動物なので、草を食べることはありません。したがって、ライオンはどれだけくさりでつながれていても、草を食べることはありません。,0ｍ。ライオンは草を食べません。
幼稚園、小学生、中学生、高校生の中で、一番大きいのは？,高校生。幼稚園から高校生までの年齢を比べた場合、高校生が一番大きい年齢層です。,幼稚園。大人よりも建物が大きいため。
弟に２つあって妹に１つしかないものはなんでしょう？,文字（もしくはアルファベット）。弟には「2つ」の文字が含まれ、妹には「1つ」しか含まれないからです。,と。ひらがなで書くと「おとうと」「いもうと」となり、ひらがなの「と」の個数が二つと一つです。
お父さんカエルはケロケロケロケロ、お母さんカエルはケロケロ。 さて、子供はなんてなくでしょう？,ケロ。親のカエルが「ケロケロ」と鳴く中で、子供は「ケロ」だけということです。,なかない。おたまじゃくしだから。
リンゴとイチゴとブドウをつんだトラックがカーブを曲がるときに何かを落としました。何でしょうか？,フルーツ。トラックからフルーツが落ちたということです。,スピード。曲がるときにスピードを落とさないと大変なことになります。
タクシー運転手が、反対向きに道路をはしっています。それを見た警察官は、何も言いません。なぜ？,タクシー運転手が「歩行者」だから。タクシー運転手が歩行者であれば、逆方向に歩くことは通常問題ありません。警察官は通常、車両が逆方向に進むことを取り締まるので、タクシー運転手が歩行者として行動している場合は、特に問題視しないことがあります。,走っているのは運転手さんだから。タクシーではなく、あくまで運転手の人が歩行者として走っているだけです。
太郎くんと次郎くんは、同じ日に生まれ、同じ年齢の兄弟ですが双子ではありません。なぜ？,異なる年に生まれたから。たとえば、太郎くんが12月31日に生まれ、次郎くんが翌年1月1日に生まれた場合、彼らは同じ年齢の兄弟でありながら双子ではありません。,３つ子。４つ子や５つ子、６つ子でも正解です。中野さんや松野さんちがそれに当たりますよね。
大きな荷物をかかえたお年寄りがバスにのってきました。でも、だれも席をゆずりません。なぜ？,そのお年寄りがバスには乗っていないから。お年寄りがバスに乗っていない場合、誰も席を譲る必要がありません。,席が空いていたから。席が空いているなら、わざわざ譲る必要もないですよね。
３匹の動物をつれてオニたいじをした桃太郎、さて桃太郎が最初に出合ったのはだれ？,犬,おじいさんとおばあさん。桃から生まれた桃太郎は、おじいさんとおばあさんの前で生まれましたよね。
お酒は20才、タバコも20才、車に乗れるのは何才から？,18歳。車に乗ることができるのは、一般的には18歳からです。ただし、国や地域によって法定の運転免許取得年齢が異なる場合があります。したがって、具体的な年齢は場所によって異なることに注意してください。,0才。だれでも乗ることはできるため。
１トンの鉄と、１トンの毛糸、重いのはどっち？,どちらも重さは同じ。両方とも1トンなので、重い軽いの比較はできません。,どちらも同じ。どちらも１トンであれば、それが何であっても重さは同じですよね。
５人でかくれんぼをしています。 ２人見つかりました。 残りは何人？,3人,２人。１人はオニ。つまり逃げる側は４人のため。
かけっこをしています。あなたは４位の人を抜かしました。 今あなたは何位でしょう,3位,４位。４位の人を抜かしても前に３人いるはずですよね。
カメとラクダとサイが買い物をしています。何を買うのでしょうか？,カメラ。カメとラクダとサイの最初の文字を取って「カメラ」となります。,カメラ。「カメ」「ラくだ」「さい」、つまり「カメラください」となります。
食べると安心するケーキはなーんだ？,ティラミス。「ティラミス」はイタリアのデザートで、そのクリーミーでコーヒー風味の美味しさから、食べると安心感が得られると言われています。,ホットケーキ。「ホッ」とするケーキですね。
世界の真ん中にいる虫は何？,アリ。アリは地球上のどこにでも存在し、世界の真ん中にいるように思えることからこのようななぞなぞが生まれました。,か。せ「か」い。以前、世界の中心で愛を叫んでいる人がいましたね。
持つだけで手が震えてしまう家具ってなーんだ？,パーソン（Person）。持つだけで手が震えるのは、人間の感情や興奮に関連しています。,テーブル。手がぶるぶる震えるから。
ボールはボールでも、四角いボールってどんなボール？,サッカーボール。通常のボールは丸い形をしていますが、サッカーボールは四角い形のパネルが縫い合わされているので、四角いボールと言われることがあります。,ダンボール。ダンボールはたいてい四角いですよね。
貝は貝でも、お風呂に入ってる貝ってどんなカイ？,カイエン。カイエンはお風呂に入っている貝です。,あったかい。あった「かい」。ちょっと無理やり？
冷蔵庫の中にいる動物ってなーんだ？,ペンギン。冷蔵庫は冷たい場所なので、ペンギンが冷蔵庫の中にいるイメージです。,ぞう。れい「ぞう」こ。よくある言葉遊びですね。
イスはイスでも、からくて、おいしいイスってなーんだ？,からすの糞,カレーライス。カレーラ「イス」。他にもあるかも？
口から出てくる「くび」ってなーんだ？,くびだまり,あくび。あ「くび」。あくびがうつる理由って結局なんなんですかね？
ばい菌をやっつける「けん」ってどんな「けん」？,消毒液（けんぞうえき）。消毒液はばい菌をやっつけるために使われるものです。,せっけん。せっ「けん」。最近は固形の石鹸を見る機会も減りましたね。
朝になるとさけぶ花ってなーんだ？,アサガオ。アサガオは朝に花が開き、その際に音がすることから、このようななぞなぞが生まれました。,あさがお。「朝」に「がおー」ということですね。
小さな貝でも１０匹集まるとみんなが怖いものになります。なーんだ？,アサリだ。アサリという貝が10匹集まると、アサリだという言葉が「怖い」という意味の「アサリだ」とかけて面白くなります。,かいじゅう。「貝（かい）」が「１０（じゅう）」で「かいじゅう」です。
お父さんがきらいな食べ物ってなーんだ？,借金。なぞなぞの答えは通常、予想外のものを指すことがありますので、面白いですね。,パパイヤ。「パパ」が「嫌（いや）」がるから。
ご飯を食べるとき、抱っこしてる物ってなーんだ？,箸。箸を使ってご飯を食べるとき、手に持って抱っこしているようになります。,いた。「板、だきます」で「いただきます」です。
